# Real gene-to-phenotype (HPO term) annotations, restricted to genes curated in
# knowledge/real/gene_disease.tsv.
#
# Source: HPO gene-to-phenotype annotations (genes_to_phenotype.txt), downloaded
#   from https://github.com/obophenotype/human-phenotype-ontology/releases/latest/download/genes_to_phenotype.txt
# Version: 2026-06-23 (HPO's own release date, read from phenotype.hpoa's '#version:' line)
# Licence: CC BY 4.0 (Human Phenotype Ontology Consortium). The HPO content and its logical relationships may not be altered; cite the HPO project.
# Retrieved: 2026-08-28
# Generator: tools/build_knowledge/build.py (uv run python -m tools.build_knowledge.build)
#
# Restriction and size: the full source file has 332599 rows across many more genes than are curated anywhere in this pipeline. Restricted here to the 3994 gene symbols in knowledge/real/gene_disease.tsv: 3634 of them have HPO annotations (275046 matching source rows, collapsed to 221789 unique (gene, HPO term) pairs below). 360 genes from gene_disease.tsv have ZERO rows here -- this may be a real absence of curated phenotype annotation, or gene-symbol drift between sources; this generator does not attempt to tell the two apart. Unmatched sample: ABCC4, ACADL, ACOX2, ACTL6A, ADAMTS9, AGPAT3, AGTR2, ALG10, ANKZF1, AQP1, ARF3, ARHGAP35, ARHGEF28, ARHGEF6, ARL14EP, ARPP21, ATE1, ATG12, ATP13A3, AVPR1A, ... (340 more).
#
# One row per (gene_symbol, hpo_id): the source has one row per (gene, HPO term, DISEASE), since the same phenotype can be annotated via several diseases with different evidence. Collapsed here by preferring a row that carries real frequency data over one recorded as '-', tie-broken deterministically on disease_id -- never averaged or otherwise invented.
#
# TWO QUALIFIERS, TWO COLUMNS (ADR 0021). This table previously wrote HPO's frequency vocabulary into a column named association_strength, which src/mva/phenotype/hpo.py validates as curated clinical validity; the file was unloadable as a result. Frequency and validity are different scientific claims and now have separate columns:
#
# hpo_frequency is HPO's OWN phenotype-FREQUENCY vocabulary (how often the phenotype occurs among cases of the linked disease), carried through VERBATIM. Real HPO frequency terms (quoted from hp.obo):
#   HP:0040280 Obligate       "Always present, i.e. in 100% of the cases."
#   HP:0040281 Very frequent  "Present in 80% to 99% of the cases."
#   HP:0040282 Frequent       "Present in 30% to 79% of the cases."
#   HP:0040283 Occasional     "Present in 5% to 29% of the cases."
#   HP:0040284 Very rare      "Present in 1% to 4% of the cases."
# A row may instead carry a raw fraction ('n/m' cases) or a percentage recorded directly in the source. An EMPTY cell means the source recorded '-' (frequency not stated) -- unmeasured, not "never occurs" (GP-14). HP:0040285 (Excluded, 0% -- i.e. NOT part of the disease) is a NEGATED annotation, not an association: such rows are dropped here rather than rendered with an empty frequency, which would be indistinguishable from 'not stated'. 0 source rows were dropped for this reason (HPO's own genes_to_phenotype.txt build already excludes negated annotations, so this count is expected to be 0 -- it is measured, not assumed).
#
# association_strength is curated gene-disease CLINICAL VALIDITY -- how confident an expert panel is that variation in this gene causes disease at all -- and does NOT come from HPO, which records no such judgement. It is the STRONGEST classification found for the gene across knowledge/real/gene_disease.tsv's two sources (ClinGen Gene-Disease Validity and EBI Gene2Phenotype/DDG2P), carried in those sources' own vocabulary, case-folded so ClinGen's 'Definitive' and DDG2P's 'definitive' are one token: definitive, strong, moderate, limited, disputed, refuted, no known disease relationship (strongest first). This mirrors how knowledge/disease/mva_panel.tsv sources its evidence_tier column.
# association_strength_source names WHICH panel supplied that classification. It is a separate column from `source` (always HPO) on purpose: the gene->term annotation and the validity call come from different bodies, and one provenance field covering both would attribute an expert-panel judgement to HPO (GP-31).
# GRANULARITY, STATED: ClinGen and DDG2P curate the (gene, DISEASE) pair; this column reduces to the GENE. A gene curated definitive for one disease and limited for another reads 'definitive' on every row, including the phenotypes annotated via the weaker disease. Joining each HPO annotation to the curation for its own disease was measured and reaches only 75379 of 275046 candidate source rows (27%): HPO annotates against OMIM and ORPHA, ClinGen against MONDO, and no crosswalk between them exists in the downloaded resources. See ADR 0021.
# An EMPTY association_strength means NO curation source classifies the gene -- absent, never a default (GP-14). 0 of 221789 rows (0 genes) are in that state in this build: (none).
#
# src/mva/phenotype/hpo.py reads this file directly: STRENGTH_WEIGHTS carries the vocabulary above, parse_hpo_frequency carries hpo_frequency, and an absent strength is weighted at the explicitly named UNCURATED_ASSOCIATION_WEIGHT rather than at 0.0 (which erases a real annotation) or 1.0 (which invents curation).
gene_symbol	hpo_id	label	association_strength	association_strength_source	hpo_frequency	source	version
PSEN2	HP:0011675	Arrhythmia	limited	ClinGen	HP:0040282	HPO	2026-06-23
PSEN2	HP:0011705	First degree atrioventricular block	limited	ClinGen	2/18	HPO	2026-06-23
PSEN2	HP:0011713	Left bundle branch block	limited	ClinGen	1/18	HPO	2026-06-23
PSEN2	HP:0011970	Cerebral amyloid angiopathy	limited	ClinGen	4/4	HPO	2026-06-23
PSEN2	HP:0012378	Fatigue	limited	ClinGen	HP:0040282	HPO	2026-06-23
PSEN2	HP:0012433	Abnormal social behavior	limited	ClinGen	HP:0040281	HPO	2026-06-23
PSEN2	HP:0012662	Parietal hypometabolism in FDG PET	limited	ClinGen		HPO	2026-06-23
PSEN2	HP:0012664	Reduced left ventricular ejection fraction	limited	ClinGen	5/18	HPO	2026-06-23
PSEN2	HP:0012759	Neurodevelopmental abnormality	limited	ClinGen	HP:0040281	HPO	2026-06-23
PSEN2	HP:0012764	Orthopnea	limited	ClinGen	HP:0040282	HPO	2026-06-23
PSEN2	HP:0025169	Left ventricular systolic dysfunction	limited	ClinGen	HP:0040281	HPO	2026-06-23
PSEN2	HP:0025710	Late young adult onset	limited	ClinGen	1/13	HPO	2026-06-23
PSEN2	HP:0030219	Semantic dementia	limited	ClinGen	HP:0040283	HPO	2026-06-23
PSEN2	HP:0030784	Anomic aphasia	limited	ClinGen	1/2	HPO	2026-06-23
PSEN2	HP:0031058	Impairment of activities of daily living	limited	ClinGen	2/3	HPO	2026-06-23
PSEN2	HP:0033755	Increased left ventricular end-diastolic volume	limited	ClinGen	5/18	HPO	2026-06-23
PSEN2	HP:0100256	Senile plaques	limited	ClinGen		HPO	2026-06-23
PSEN2	HP:0100543	Cognitive impairment	limited	ClinGen		HPO	2026-06-23
PSEN2	HP:0100578	Lipoatrophy	limited	ClinGen	HP:0040283	HPO	2026-06-23
PSKH1	HP:0000007	Autosomal recessive inheritance	moderate	DDG2P		HPO	2026-06-23
PSKH1	HP:0000083	Renal insufficiency	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0000097	Focal segmental glomerulosclerosis	moderate	DDG2P	2/2	HPO	2026-06-23
PSKH1	HP:0000112	Nephropathy	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0000122	Unilateral renal agenesis	moderate	DDG2P	3/5	HPO	2026-06-23
PSKH1	HP:0000126	Hydronephrosis	moderate	DDG2P	2/5	HPO	2026-06-23
PSKH1	HP:0000776	Congenital diaphragmatic hernia	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0000822	Hypertension	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0000952	Jaundice	moderate	DDG2P	2/2	HPO	2026-06-23
PSKH1	HP:0001263	Global developmental delay	moderate	DDG2P	3/3	HPO	2026-06-23
PSKH1	HP:0001394	Cirrhosis	moderate	DDG2P	5/5	HPO	2026-06-23
PSKH1	HP:0001395	Hepatic fibrosis	moderate	DDG2P	2/2	HPO	2026-06-23
PSKH1	HP:0001396	Cholestasis	moderate	DDG2P	5/5	HPO	2026-06-23
PSKH1	HP:0001397	Hepatic steatosis	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0001399	Hepatic failure	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0001408	Bile duct proliferation	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0001433	Hepatosplenomegaly	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0001510	Growth delay	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0001541	Ascites	moderate	DDG2P	4/4	HPO	2026-06-23
PSKH1	HP:0001744	Splenomegaly	moderate	DDG2P	3/3	HPO	2026-06-23
PSKH1	HP:0001876	Pancytopenia	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0001903	Anemia	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0001942	Metabolic acidosis	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0001999	Abnormal facial shape	moderate	DDG2P	0/1	HPO	2026-06-23
PSKH1	HP:0002098	Respiratory distress	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0002240	Hepatomegaly	moderate	DDG2P	2/3	HPO	2026-06-23
PSKH1	HP:0002613	Biliary cirrhosis	moderate	DDG2P	3/3	HPO	2026-06-23
PSKH1	HP:0002630	Fat malabsorption	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0002643	Neonatal respiratory distress	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0002908	Conjugated hyperbilirubinemia	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0003073	Hypoalbuminemia	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0003155	Elevated circulating alkaline phosphatase concentration	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0003259	Elevated circulating creatinine concentration	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0003577	Congenital onset	moderate	DDG2P	1/6	HPO	2026-06-23
PSKH1	HP:0003593	Infantile onset	moderate	DDG2P	1/6	HPO	2026-06-23
PSKH1	HP:0003621	Juvenile onset	moderate	DDG2P	1/6	HPO	2026-06-23
PSKH1	HP:0003623	Neonatal onset	moderate	DDG2P	3/6	HPO	2026-06-23
PSKH1	HP:0003774	Stage 5 chronic kidney disease	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0004719	Hyperechogenic kidneys	moderate	DDG2P	3/5	HPO	2026-06-23
PSKH1	HP:0004737	Global glomerulosclerosis	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0005542	Prolonged whole-blood clotting time	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0009025	Increased connective tissue	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0012202	Increased serum bile acid concentration	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0012622	Chronic kidney disease	moderate	DDG2P	2/3	HPO	2026-06-23
PSKH1	HP:0030151	Cholangitis	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0030242	Portal vein thrombosis	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0030948	Elevated gamma-glutamyltransferase level	moderate	DDG2P	4/4	HPO	2026-06-23
PSKH1	HP:0031141	Increased hepatic echogenicity	moderate	DDG2P	2/2	HPO	2026-06-23
PSKH1	HP:0031956	Elevated circulating aspartate aminotransferase concentration	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0031964	Elevated circulating alanine aminotransferase concentration	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0032948	Renal interstitial fibrosis	moderate	DDG2P	1/1	HPO	2026-06-23
PSKH1	HP:0034883	Decreased portal vein velocity	moderate	DDG2P	1/2	HPO	2026-06-23
PSKH1	HP:0100820	Glomerulopathy	moderate	DDG2P	1/1	HPO	2026-06-23
PSMB10	HP:0000100	Nephrotic syndrome	limited	ClinGen	HP:0040283	HPO	2026-06-23
PSMB10	HP:0000821	Hypothyroidism	limited	ClinGen	HP:0040283	HPO	2026-06-23
PSMB10	HP:0000944	Abnormal metaphysis morphology	limited	ClinGen	HP:0040283	HPO	2026-06-23
PSMB10	HP:0000958	Dry skin	limited	ClinGen	HP:0040282	HPO	2026-06-23
PSMB10	HP:0000969	Edema	limited	ClinGen	HP:0040282	HPO	2026-06-23
PSMB10	HP:0000989	Pruritus	limited	ClinGen	HP:0040282	HPO	2026-06-23
PSMB10	HP:0001019	Erythroderma	limited	ClinGen	HP:0040281	HPO	2026-06-23
PSMB10	HP:0001072	Thickened skin	limited	ClinGen	HP:0040282	HPO	2026-06-23
PSMB10	HP:0001508	Failure to thrive	limited	ClinGen	HP:0040281	HPO	2026-06-23
PSMB10	HP:0001596	Alopecia	limited	ClinGen	HP:0040281	HPO	2026-06-23
PSMB10	HP:0001744	Splenomegaly	limited	ClinGen	HP:0040282	HPO	2026-06-23
PSMB10	HP:0001831	Short toe	limited	ClinGen	HP:0040283	HPO	2026-06-23
PSMB10	HP:0001880	Increased total eosinophil count	limited	ClinGen	HP:0040282	HPO	2026-06-23
PSMB10	HP:0001903	Anemia	limited	ClinGen	HP:0040283	HPO	2026-06-23
PSMB10	HP:0001945	Fever	limited	ClinGen	HP:0040282	HPO	2026-06-23
PSMB10	HP:0001974	Increased total leukocyte count	limited	ClinGen	HP:0040282	HPO	2026-06-23
PSMB10	HP:0002028	Chronic diarrhea	limited	ClinGen	HP:0040281	HPO	2026-06-23
PSMB10	HP:0002090	Pneumonia	limited	ClinGen	HP:0040282	HPO	2026-06-23
PSMB10	HP:0002240	Hepatomegaly	limited	ClinGen	HP:0040281	HPO	2026-06-23
PSMB10	HP:0002665	Lymphoma	limited	ClinGen	HP:0040283	HPO	2026-06-23
PSMB10	HP:0002716	Lymphadenopathy	limited	ClinGen	HP:0040281	HPO	2026-06-23
PSMB10	HP:0002960	Autoimmunity	limited	ClinGen	HP:0040283	HPO	2026-06-23
PSMB10	HP:0004332	Abnormal lymphocyte morphology	limited	ClinGen	HP:0040281	HPO	2026-06-23
PSMB10	HP:0004430	Severe combined immunodeficiency	limited	ClinGen	HP:0040281	HPO	2026-06-23
PSMB10	HP:0007549	Desquamation of skin soon after birth	limited	ClinGen	HP:0040282	HPO	2026-06-23
PSMB10	HP:0100646	Thyroiditis	limited	ClinGen	HP:0040283	HPO	2026-06-23
PSMB10	HP:0100806	Sepsis	limited	ClinGen	HP:0040283	HPO	2026-06-23
PSMB10	HP:0100840	Aplasia/Hypoplasia of the eyebrow	limited	ClinGen	HP:0040282	HPO	2026-06-23
PSMB8	HP:0000007	Autosomal recessive inheritance	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0000031	Epididymitis	definitive	DDG2P	2/5	HPO	2026-06-23
PSMB8	HP:0000158	Macroglossia	definitive	DDG2P	5/15	HPO	2026-06-23
PSMB8	HP:0000179	Thick lower lip vermilion	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0000292	Loss of facial adipose tissue	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0000400	Macrotia	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0000403	Recurrent otitis media	definitive	DDG2P	4/9	HPO	2026-06-23
PSMB8	HP:0000448	Prominent nose	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0000509	Conjunctivitis	definitive	DDG2P	4/9	HPO	2026-06-23
PSMB8	HP:0000520	Proptosis	definitive	DDG2P	1/12	HPO	2026-06-23
PSMB8	HP:0000771	Gynecomastia	definitive	DDG2P	1/6	HPO	2026-06-23
PSMB8	HP:0000858	Irregular menstruation	definitive	DDG2P	1/6	HPO	2026-06-23
PSMB8	HP:0000882	Hypoplastic scapulae	definitive	DDG2P	1/12	HPO	2026-06-23
PSMB8	HP:0000953	Hyperpigmentation of the skin	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0000956	Acanthosis nigricans	definitive	DDG2P	2/9	HPO	2026-06-23
PSMB8	HP:0000998	Hypertrichosis	definitive	DDG2P	5/9	HPO	2026-06-23
PSMB8	HP:0001249	Intellectual disability	definitive	DDG2P	1/3	HPO	2026-06-23
PSMB8	HP:0001250	Seizure	definitive	DDG2P	2/12	HPO	2026-06-23
PSMB8	HP:0001256	Mild intellectual disability	definitive	DDG2P	3/12	HPO	2026-06-23
PSMB8	HP:0001315	Diminished deep tendon reflex	definitive	DDG2P	1/12	HPO	2026-06-23
PSMB8	HP:0001324	Muscle weakness	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0001371	Flexion contracture	definitive	DDG2P	12/12	HPO	2026-06-23
PSMB8	HP:0001507	Growth abnormality	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0001508	Failure to thrive	definitive	DDG2P	15/19	HPO	2026-06-23
PSMB8	HP:0001510	Growth delay	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0001538	Protuberant abdomen	definitive	DDG2P	7/9	HPO	2026-06-23
PSMB8	HP:0001635	Congestive heart failure	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0001640	Cardiomegaly	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0001744	Splenomegaly	definitive	DDG2P	10/24	HPO	2026-06-23
PSMB8	HP:0001822	Hallux valgus	definitive	DDG2P	2/12	HPO	2026-06-23
PSMB8	HP:0001873	Thrombocytopenia	definitive	DDG2P	1/9	HPO	2026-06-23
PSMB8	HP:0001935	Microcytic anemia	definitive	DDG2P	3/12	HPO	2026-06-23
PSMB8	HP:0001954	Recurrent fever	definitive	DDG2P	12/12	HPO	2026-06-23
PSMB8	HP:0002135	Basal ganglia calcification	definitive	DDG2P	7/19	HPO	2026-06-23
PSMB8	HP:0002155	Hypertriglyceridemia	definitive	DDG2P	6/21	HPO	2026-06-23
PSMB8	HP:0002215	Sparse axillary hair	definitive	DDG2P	2/12	HPO	2026-06-23
PSMB8	HP:0002216	Premature graying of hair	definitive	DDG2P	1/12	HPO	2026-06-23
PSMB8	HP:0002240	Hepatomegaly	definitive	DDG2P	19/24	HPO	2026-06-23
PSMB8	HP:0002653	Bone pain	definitive	DDG2P	2/12	HPO	2026-06-23
PSMB8	HP:0002716	Lymphadenopathy	definitive	DDG2P	7/9	HPO	2026-06-23
PSMB8	HP:0002788	Recurrent upper respiratory tract infections	definitive	DDG2P	1/9	HPO	2026-06-23
PSMB8	HP:0002829	Arthralgia	definitive	DDG2P	9/9	HPO	2026-06-23
PSMB8	HP:0002910	Elevated circulating hepatic transaminase concentration	definitive	DDG2P	8/9	HPO	2026-06-23
PSMB8	HP:0002925	Elevated circulating thyroid-stimulating hormone concentration	definitive	DDG2P	2/9	HPO	2026-06-23
PSMB8	HP:0002987	Elbow flexion contracture	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0003202	Skeletal muscle atrophy	definitive	DDG2P	12/24	HPO	2026-06-23
PSMB8	HP:0003233	Decreased circulating HDL-C concentration	definitive	DDG2P	6/9	HPO	2026-06-23
PSMB8	HP:0003237	Increased circulating IgG concentration	definitive	DDG2P	3/3	HPO	2026-06-23
PSMB8	HP:0003261	Increased circulating IgA concentration	definitive	DDG2P	3/3	HPO	2026-06-23
PSMB8	HP:0003565	Elevated erythrocyte sedimentation rate	definitive	DDG2P	16/22	HPO	2026-06-23
PSMB8	HP:0003593	Infantile onset	definitive	DDG2P	1/3	HPO	2026-06-23
PSMB8	HP:0004322	Short stature	definitive	DDG2P	11/12	HPO	2026-06-23
PSMB8	HP:0005328	Progeroid facial appearance	definitive	DDG2P	1/12	HPO	2026-06-23
PSMB8	HP:0005830	Flexion contracture of toe	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0007856	Punctate opacification of the cornea	definitive	DDG2P	1/12	HPO	2026-06-23
PSMB8	HP:0008887	Adipose tissue loss	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0009125	Lipodystrophy	definitive	DDG2P	9/9	HPO	2026-06-23
PSMB8	HP:0010702	Increased circulating immunoglobulin concentration	definitive	DDG2P	6/12	HPO	2026-06-23
PSMB8	HP:0010783	Erythema	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0011108	Recurrent sinusitis	definitive	DDG2P	2/9	HPO	2026-06-23
PSMB8	HP:0011227	Elevated circulating C-reactive protein concentration	definitive	DDG2P	12/12	HPO	2026-06-23
PSMB8	HP:0011421	Death in adolescence	definitive	DDG2P	1/9	HPO	2026-06-23
PSMB8	HP:0011463	Childhood onset	definitive	DDG2P	2/3	HPO	2026-06-23
PSMB8	HP:0011675	Arrhythmia	definitive	DDG2P	2/3	HPO	2026-06-23
PSMB8	HP:0011850	Parotitis	definitive	DDG2P	2/9	HPO	2026-06-23
PSMB8	HP:0012219	Erythema nodosum	definitive	DDG2P	3/3	HPO	2026-06-23
PSMB8	HP:0012450	Chronic constipation	definitive	DDG2P	2/12	HPO	2026-06-23
PSMB8	HP:0012490	Panniculitis	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0012785	Flexion contracture of finger	definitive	DDG2P	3/3	HPO	2026-06-23
PSMB8	HP:0025131	Finger swelling	definitive	DDG2P	17/19	HPO	2026-06-23
PSMB8	HP:0030053	Stiff skin	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0030356	Increased circulating interferon-gamma concentration	definitive	DDG2P	2/2	HPO	2026-06-23
PSMB8	HP:0030783	Increased circulating interleukin 6 concentration	definitive	DDG2P	2/2	HPO	2026-06-23
PSMB8	HP:0033178	Increased circulating interleukin 8 concentration	definitive	DDG2P	2/2	HPO	2026-06-23
PSMB8	HP:0040270	Impaired glucose tolerance	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0100490	Camptodactyly of finger	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0100534	Episcleritis	definitive	DDG2P	4/9	HPO	2026-06-23
PSMB8	HP:0100759	Clubbing of fingers	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0100807	Long fingers	definitive	DDG2P		HPO	2026-06-23
PSMB8	HP:0200035	Skin plaque	definitive	DDG2P	9/9	HPO	2026-06-23
PSMC1	HP:0000007	Autosomal recessive inheritance	limited	DDG2P		HPO	2026-06-23
PSMC1	HP:0000028	Cryptorchidism	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0000054	Micropenis	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0000081	Duplicated collecting system	limited	DDG2P	1/3	HPO	2026-06-23
PSMC1	HP:0000252	Microcephaly	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0000268	Dolichocephaly	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0000347	Micrognathia	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0000365	Hearing impairment	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0000574	Thick eyebrow	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0001344	Absent speech	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0001508	Failure to thrive	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0001972	Macrocytic anemia	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0002072	Chorea	limited	DDG2P	2/2	HPO	2026-06-23
PSMC1	HP:0002510	Spastic tetraplegia	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0002540	Inability to walk	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0003593	Infantile onset	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0006844	Absent patellar reflexes	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0008936	Axial hypotonia	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0010864	Severe intellectual disability	limited	DDG2P	1/1	HPO	2026-06-23
PSMC1	HP:0011623	Muscular ventricular septal defect	limited	DDG2P	1/3	HPO	2026-06-23
PSMC1	HP:0011800	Midface retrusion	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0033142	Long nasal bridge	limited	DDG2P	3/3	HPO	2026-06-23
PSMC1	HP:0033454	Tube feeding	limited	DDG2P	2/3	HPO	2026-06-23
PSMC3	HP:0000006	Autosomal dominant inheritance	moderate	DDG2P		HPO	2026-06-23
PSMC3	HP:0000007	Autosomal recessive inheritance	moderate	DDG2P		HPO	2026-06-23
PSMC3	HP:0000252	Microcephaly	moderate	DDG2P	6/17	HPO	2026-06-23
PSMC3	HP:0000272	Malar flattening	moderate	DDG2P	3/3	HPO	2026-06-23
PSMC3	HP:0000322	Short philtrum	moderate	DDG2P	2/3	HPO	2026-06-23
PSMC3	HP:0000336	Prominent supraorbital ridges	moderate	DDG2P	3/3	HPO	2026-06-23
PSMC3	HP:0000365	Hearing impairment	moderate	DDG2P	3/3	HPO	2026-06-23
PSMC3	HP:0000486	Strabismus	moderate	DDG2P	2/3	HPO	2026-06-23
PSMC3	HP:0000519	Developmental cataract	moderate	DDG2P	3/3	HPO	2026-06-23
PSMC3	HP:0000664	Synophrys	moderate	DDG2P	1/3	HPO	2026-06-23
PSMC3	HP:0000708	Atypical behavior	moderate	DDG2P	9/18	HPO	2026-06-23
PSMC3	HP:0000729	Autistic behavior	moderate	DDG2P	2/3	HPO	2026-06-23
PSMC3	HP:0000750	Delayed speech and language development	moderate	DDG2P	19/19	HPO	2026-06-23
PSMC3	HP:0001249	Intellectual disability	moderate	DDG2P	16/18	HPO	2026-06-23
PSMC3	HP:0001270	Motor delay	moderate	DDG2P	15/19	HPO	2026-06-23
PSMC3	HP:0001271	Polyneuropathy	moderate	DDG2P	2/3	HPO	2026-06-23
PSMC3	HP:0003577	Congenital onset	moderate	DDG2P	3/3	HPO	2026-06-23
PSMC3	HP:0004322	Short stature	moderate	DDG2P	3/18	HPO	2026-06-23
PSMC3	HP:0004325	Decreased body weight	moderate	DDG2P	4/18	HPO	2026-06-23
PSMC3	HP:0007618	Subcutaneous calcification	moderate	DDG2P	3/3	HPO	2026-06-23
PSMC3	HP:0008897	Postnatal growth retardation	moderate	DDG2P	9/19	HPO	2026-06-23
PSMC3	HP:0009938	Sunken cheeks	moderate	DDG2P	3/3	HPO	2026-06-23
PSMC3	HP:0011334	Facial shape deformation	moderate	DDG2P	18/20	HPO	2026-06-23
PSMC3	HP:0011343	Moderate global developmental delay	moderate	DDG2P	1/3	HPO	2026-06-23
PSMC3	HP:0011344	Severe global developmental delay	moderate	DDG2P	2/3	HPO	2026-06-23
PSMC3	HP:0011968	Feeding difficulties	moderate	DDG2P	8/18	HPO	2026-06-23
PSMC3	HP:0100830	Round ear	moderate	DDG2P	1/3	HPO	2026-06-23
PSMD12	HP:0000006	Autosomal dominant inheritance	definitive	ClinGen		HPO	2026-06-23
PSMD12	HP:0000028	Cryptorchidism	definitive	ClinGen	1/3	HPO	2026-06-23
PSMD12	HP:0000041	Chordee	definitive	ClinGen	1/4	HPO	2026-06-23
PSMD12	HP:0000047	Hypospadias	definitive	ClinGen	1/4	HPO	2026-06-23
PSMD12	HP:0000049	Shawl scrotum	definitive	ClinGen	1/4	HPO	2026-06-23
PSMD12	HP:0000054	Micropenis	definitive	ClinGen	2/4	HPO	2026-06-23
PSMD12	HP:0000073	Ureteral duplication	definitive	ClinGen	1/4	HPO	2026-06-23
PSMD12	HP:0000076	Vesicoureteral reflux	definitive	ClinGen	HP:0040284	HPO	2026-06-23
PSMD12	HP:0000160	Narrow mouth	definitive	ClinGen	1/1	HPO	2026-06-23
PSMD12	HP:0000175	Cleft palate	definitive	ClinGen	1/6	HPO	2026-06-23
PSMD12	HP:0000189	Narrow palate	definitive	ClinGen	3/3	HPO	2026-06-23
PSMD12	HP:0000218	High palate	definitive	ClinGen	2/2	HPO	2026-06-23
PSMD12	HP:0000219	Thin upper lip vermilion	definitive	ClinGen	HP:0040282	HPO	2026-06-23
PSMD12	HP:0000248	Brachycephaly	definitive	ClinGen	1/1	HPO	2026-06-23
PSMD12	HP:0000278	Retrognathia	definitive	ClinGen	2/4	HPO	2026-06-23
PSMD12	HP:0000316	Hypertelorism	definitive	ClinGen	5/7	HPO	2026-06-23
PSMD12	HP:0000322	Short philtrum	definitive	ClinGen	HP:0040282	HPO	2026-06-23
PSMD12	HP:0000324	Facial asymmetry	definitive	ClinGen	1/3	HPO	2026-06-23
PSMD12	HP:0000325	Triangular face	definitive	ClinGen	HP:0040282	HPO	2026-06-23
